chromosome,start,end,name,strand,gene
1,34236595,34238820,ENSMUST00000194192.1,+,D630036G22Rik
1,34269881,34271128,ENSMUST00000194920.1,-,A930005N03Rik
1,34329432,34330307,ENSMUST00000193131.1,-,Gm37958
1,34350774,34351161,ENSMUST00000195223.1,+,Gm37385
1,34427001,34433264,ENSMUST00000192173.1,-,Gm37233
1,34433120,34433199,ENSMUST00000175111.1,-,Mir5103
1,34436669,34439672,ENSMUST00000042493.9,-,Ccdc115
1,34439510,34444730,ENSMUST00000191315.1,-,Gm28306
1,34439850,34449356,ENSMUST00000027303.12,+,Imp4
1,34459764,34473784,ENSMUST00000027302.12,+,Ptpn18
1,34470154,34473148,ENSMUST00000185218.1,-,Gm28417
1,34471508,34473112,ENSMUST00000185881.1,-,Gm28417
1,34472719,34475733,ENSMUST00000188972.2,+,Ptpn18
1,34477166,34485611,ENSMUST00000188292.5,-,4930568A12Rik
1,34480981,34485933,ENSMUST00000186117.1,-,4930568A12Rik
1,34498409,34503063,ENSMUST00000027299.8,+,Prss39
1,34535647,34544313,ENSMUST00000027298.4,+,Cfc1
1,34552333,34560920,ENSMUST00000047840.8,-,Prss40
1,34579201,34579711,ENSMUST00000186712.1,-,1700101I19Rik
1,34579656,34590944,ENSMUST00000052670.10,+,Amer3
1,34678187,34812739,ENSMUST00000159747.7,+,Arhgef4
1,34801703,34813309,ENSMUST00000047664.14,+,Arhgef4
1,34809359,34811908,ENSMUST00000193040.2,-,Gm38336
1,34813218,34843050,ENSMUST00000167518.6,-,Fam168b
1,34813225,34843065,ENSMUST00000047534.10,-,Fam168b
1,34817234,34842964,ENSMUST00000170092.6,-,Fam168b
1,34818008,34843034,ENSMUST00000191307.5,-,Fam168b
1,34823524,34826560,ENSMUST00000192924.1,+,Gm37127
1,34849975,34873956,ENSMUST00000156687.6,+,Plekhb2
1,34849991,34879580,ENSMUST00000027297.9,+,Plekhb2
1,35178955,35179084,ENSMUST00000104043.1,-,Gm25096
1,35625605,35651297,ENSMUST00000195168.1,-,Gm37068
1,35761601,35761706,ENSMUST00000082667.1,+,Gm25634
1,35806973,35810462,ENSMUST00000187528.1,+,Gm28415
1,35879844,35881119,ENSMUST00000194261.1,+,1110002O04Rik
1,35981959,35986373,ENSMUST00000192572.1,-,Gm37146
1,36002984,36011044,ENSMUST00000193725.1,-,Gm33222
1,36011071,36011894,ENSMUST00000192017.1,+,4930535G08Rik
1,36029646,36031018,ENSMUST00000195698.1,-,Gm38049
1,36068399,36106446,ENSMUST00000088174.3,+,Hs6st1
1,36105383,36106446,ENSMUST00000192656.1,-,Gm37335
1,36132041,36138746,ENSMUST00000193983.1,+,Gm33280
1,36140026,36244305,ENSMUST00000046875.12,-,Uggt1
1,36144251,36144313,ENSMUST00000184790.1,-,Mir6897
1,36264596,36273435,ENSMUST00000056946.7,-,Neurl3
1,36268860,36274679,ENSMUST00000188666.2,-,Neurl3
1,36307753,36320526,ENSMUST00000097778.7,+,Arid5a
1,36307753,36321071,ENSMUST00000115031.6,+,Arid5a
1,36307753,36322991,ENSMUST00000115032.6,+,Arid5a
1,36307753,36324029,ENSMUST00000137906.1,+,Arid5a
1,36307768,36322988,ENSMUST00000115029.1,+,Arid5a
1,36332707,36333420,ENSMUST00000192234.1,+,4930403P22Rik
1,36335729,36369157,ENSMUST00000185912.5,-,Kansl3
1,36335729,36369181,ENSMUST00000010597.8,-,Kansl3
1,36337572,36368014,ENSMUST00000186470.1,-,Kansl3
1,36348681,36348758,ENSMUST00000184898.1,-,Mir6898
1,36365627,36368041,ENSMUST00000187628.1,-,Kansl3
1,36372290,36422107,ENSMUST00000179162.5,+,Fer1l5
1,36422064,36445271,ENSMUST00000125304.6,-,Lman2l
1,36423185,36445271,ENSMUST00000115011.6,-,Lman2l
1,36471619,36508764,ENSMUST00000153128.1,+,Cnnm4
1,36473951,36476110,ENSMUST00000193157.1,+,Gm37909
1,36506561,36506702,ENSMUST00000200651.1,+,AC084391.1
1,36511866,36528237,ENSMUST00000001166.12,+,Cnnm3
1,36511866,36528237,ENSMUST00000097776.3,+,Cnnm3
1,36527533,36528237,ENSMUST00000192037.1,-,Gm38033
1,36530187,36536521,ENSMUST00000193083.4,-,Ankrd23
1,36530192,36539358,ENSMUST00000191849.4,-,Ankrd23
1,36530533,36535739,ENSMUST00000054665.8,-,Ankrd23
1,36531325,36535739,ENSMUST00000194853.1,-,Ankrd23
1,36538093,36547445,ENSMUST00000001172.9,-,Ankrd39
1,36539359,36547231,ENSMUST00000194894.1,-,Ankrd39
1,36548638,36558349,ENSMUST00000191677.4,-,Sema4c
1,36548641,36557526,ENSMUST00000191642.4,-,Sema4c
1,36548641,36557557,ENSMUST00000195620.4,-,Sema4c
1,36548641,36558349,ENSMUST00000114991.6,-,Sema4c
1,36558358,36565613,ENSMUST00000149224.2,+,D430040D24Rik
1,36562691,36683183,ENSMUST00000170295.6,-,Fam178b
1,36599975,36683183,ENSMUST00000114981.2,-,Fam178b
1,36663964,36664039,ENSMUST00000104746.1,+,Gm24133
1,36691483,36693681,ENSMUST00000193210.4,+,Cox5b
1,36698113,36710008,ENSMUST00000043951.8,-,Actr1b
1,36710202,36723399,ENSMUST00000192873.1,+,4933424G06Rik
1,36739047,36744792,ENSMUST00000193853.1,-,Gm33533
1,36744354,36746571,ENSMUST00000193459.1,+,RP23-247A1.6
1,36761797,36782818,ENSMUST00000027291.6,+,Zap70
1,36792190,36939527,ENSMUST00000027290.10,-,Tmem131
1,36792193,36939822,ENSMUST00000194563.4,-,Tmem131
1,36871902,36872045,ENSMUST00000192008.1,-,Gm37506
1,36913600,36916539,ENSMUST00000194317.1,-,Gm38115
1,36922796,36926348,ENSMUST00000194249.1,-,F830112A20Rik
1,37005438,37005557,ENSMUST00000177688.1,+,n-R5s210
1,37026595,37076996,ENSMUST00000117172.7,+,Vwa3b
1,37029315,37076995,ENSMUST00000067178.12,+,Vwa3b
1,37029383,37076725,ENSMUST00000162449.5,+,Vwa3b
1,37132272,37133264,ENSMUST00000195303.1,-,Gm37020
1,37153848,37187605,ENSMUST00000169057.2,+,Vwa3b
1,37218378,37262184,ENSMUST00000194195.4,+,Cnga3
1,37218378,37262184,ENSMUST00000195272.4,+,Cnga3
1,37219204,37263384,ENSMUST00000027288.9,+,Cnga3
1,37299351,37299697,ENSMUST00000192404.1,-,1700074A21Rik
1,37299890,37410736,ENSMUST00000027287.9,+,Inpp4a
1,37299914,37399557,ENSMUST00000140264.6,+,Inpp4a
1,37300307,37408289,ENSMUST00000132401.6,+,Inpp4a
1,37300307,37408733,ENSMUST00000136846.6,+,Inpp4a
1,37329666,37334156,ENSMUST00000137241.1,-,4930439A04Rik
1,37330970,37331504,ENSMUST00000192652.1,-,Gm37135
1,37357396,37403690,ENSMUST00000132615.6,+,Inpp4a
1,37357396,37408469,ENSMUST00000193774.4,+,Inpp4a
1,37357918,37408259,ENSMUST00000137266.6,+,Inpp4a
1,37369216,37404434,ENSMUST00000058307.13,+,Inpp4a
1,37369216,37404442,ENSMUST00000114933.7,+,Inpp4a
1,37369220,37404439,ENSMUST00000168546.2,+,Inpp4a
1,37417083,37430103,ENSMUST00000027286.6,-,Coa5
1,37430138,37438984,ENSMUST00000114925.8,+,Unc50
1,37430169,37439124,ENSMUST00000027285.11,+,Unc50
1,37430201,37438987,ENSMUST00000118059.1,+,Unc50
1,37439339,37536235,ENSMUST00000042161.13,-,Mgat4a
1,37439339,37541016,ENSMUST00000151952.6,-,Mgat4a
1,37443715,37536404,ENSMUST00000154819.6,-,Mgat4a
1,37444319,37496130,ENSMUST00000143636.6,-,Mgat4a
1,37485850,37488605,ENSMUST00000192316.1,-,4930594C11Rik
1,37611676,37720085,ENSMUST00000162875.6,-,2010300C02Rik
1,37614258,37615372,ENSMUST00000160659.1,+,4930556I23Rik
1,37660721,37662647,ENSMUST00000192005.1,+,4930470B04Rik
1,37694446,37696664,ENSMUST00000192480.1,-,Gm19863
1,37754775,37865079,ENSMUST00000041815.13,-,Tsga10
1,37760822,37855374,ENSMUST00000114902.6,-,Tsga10
1,37760822,37866429,ENSMUST00000088072.8,-,Tsga10
1,37832402,37864836,ENSMUST00000123082.6,-,Tsga10
1,37833434,37865073,ENSMUST00000155852.5,-,Tsga10
1,37834270,37865073,ENSMUST00000193669.1,-,Tsga10
1,37865298,37871388,ENSMUST00000181885.1,+,Gm26805
1,37872205,37876228,ENSMUST00000041621.4,+,Lipt1
1,37874800,37890407,ENSMUST00000139725.6,-,Mitd1
1,37878887,37890411,ENSMUST00000027257.9,-,Mitd1
1,37890476,37898535,ENSMUST00000027256.10,+,Mrpl30
1,37890531,37898364,ENSMUST00000193673.4,+,Mrpl30
1,37893934,37898338,ENSMUST00000195373.1,+,Mrpl30
1,37905922,37916493,ENSMUST00000078307.6,-,Lyg2
1,37933595,37954136,ENSMUST00000129513.1,+,Gm15457
1,37946735,37957759,ENSMUST00000027254.8,-,Lyg1
1,37946737,37957759,ENSMUST00000114894.1,-,Lyg1
1,37973966,37974203,ENSMUST00000158516.1,+,Gm23409
1,37985188,37997315,ENSMUST00000162031.6,-,Txndc9
1,37987393,37997243,ENSMUST00000193832.4,-,Txndc9
1,37987393,37997893,ENSMUST00000195247.4,-,Txndc9
1,37987639,37995845,ENSMUST00000192960.4,-,Txndc9
1,37987642,37997616,ENSMUST00000195032.4,-,Txndc9
1,37998009,38055579,ENSMUST00000027252.7,+,Eif5b
1,38052785,38129662,ENSMUST00000027251.10,-,Rev1
1,38076294,38077305,ENSMUST00000195028.1,-,Gm37062
1,38132082,38159892,ENSMUST00000194892.1,+,Gm5099
1,38177325,38627185,ENSMUST00000095027.7,-,Aff3
1,38177326,38664955,ENSMUST00000039827.12,-,Aff3
1,38235419,38245603,ENSMUST00000127620.1,+,Gm16150
1,38307901,38311930,ENSMUST00000129696.1,+,Gm16151
1,38384948,38393974,ENSMUST00000143261.6,+,Gm16152
1,38388828,38390244,ENSMUST00000131663.1,+,Gm16152
1,38767183,38767686,ENSMUST00000192930.1,+,2610300A13Rik
1,38793644,38836711,ENSMUST00000147695.6,-,Lonrf2
1,38794508,38821215,ENSMUST00000039612.4,-,Lonrf2
1,38863866,38898010,ENSMUST00000027249.10,-,Chst10
1,38863866,38898089,ENSMUST00000193441.4,-,Chst10
1,38863876,38898161,ENSMUST00000194361.4,-,Chst10
1,38884753,38888072,ENSMUST00000195309.1,+,Gm37707
1,38939148,38950276,ENSMUST00000088029.6,+,Nms
1,38985607,38997238,ENSMUST00000027247.9,+,Pdcl3
1,38992677,38994316,ENSMUST00000194994.1,+,Gm37309
1,39048647,39057637,ENSMUST00000195476.1,-,Gm37821
1,39081251,39083338,ENSMUST00000195455.1,-,Gm37091
1,39186895,39186992,ENSMUST00000184059.1,-,Mir6349
1,39194211,39363236,ENSMUST00000056815.8,+,Npas2
1,39367841,39371911,ENSMUST00000086535.10,+,Rpl31
1,39367877,39371366,ENSMUST00000194746.4,+,Rpl31
1,39367928,39371364,ENSMUST00000178079.6,+,Rpl31
1,39367928,39371365,ENSMUST00000179954.6,+,Rpl31
1,39368148,39371366,ENSMUST00000195123.4,+,Rpl31
1,39371491,39478755,ENSMUST00000054462.9,-,Tbc1d8
1,39373315,39478700,ENSMUST00000193823.1,-,Tbc1d8
1,39419047,39419932,ENSMUST00000191698.1,-,Gm37265
1,39519532,39519747,ENSMUST00000083695.2,+,Gm24826
1,39519532,39519748,ENSMUST00000197298.1,+,ACEA_U3
1,39534991,39546889,ENSMUST00000161515.6,+,Cnot11
1,39535801,39546873,ENSMUST00000003219.12,+,Cnot11
1,39547569,39552002,ENSMUST00000146314.1,-,Gm15832
1,39548744,39548854,ENSMUST00000104516.1,-,Snord89
1,39551295,39577405,ENSMUST00000062525.9,-,Rnf149
1,39565092,39577303,ENSMUST00000195705.1,-,Rnf149
1,39573745,39573875,ENSMUST00000083002.1,-,Gm23722
1,39618405,39651474,ENSMUST00000053355.5,-,Creg2
1,39650175,39657390,ENSMUST00000181841.1,+,D930019O06Rik
1,39665300,39720997,ENSMUST00000151913.2,-,Rfx8
1,39804147,39805332,ENSMUST00000171319.3,-,Gm3646
1,39839174,39845699,ENSMUST00000187091.5,-,1700066B17Rik
1,39842422,39847330,ENSMUST00000191299.5,-,1700066B17Rik
1,39900912,40026310,ENSMUST00000163854.7,+,Map4k4
1,39900912,40026310,ENSMUST00000168431.5,+,Map4k4
1,39901178,40024754,ENSMUST00000193682.4,+,Map4k4
1,39901178,40024754,ENSMUST00000195860.4,+,Map4k4
1,39901179,40024754,ENSMUST00000195259.4,+,Map4k4
1,39901223,40024969,ENSMUST00000195636.4,+,Map4k4
1,39901229,40024925,ENSMUST00000192509.4,+,Map4k4
1,40049038,40050368,ENSMUST00000193054.1,-,4930456G14Rik
1,40076227,40085851,ENSMUST00000181756.2,-,Gm16894
1,40084697,40125231,ENSMUST00000027243.11,+,Il1r2
1,40088510,40091581,ENSMUST00000193969.1,+,Gm37347
1,40225079,40317257,ENSMUST00000027241.9,+,Il1r1
1,40238019,40244499,ENSMUST00000191850.1,+,Gm38070
1,40266585,40316201,ENSMUST00000114795.2,+,Il1r1
1,40324626,40365471,ENSMUST00000095020.7,+,Il1rl2
1,40324689,40367562,ENSMUST00000194296.4,+,Il1rl2
1,40429569,40446723,ENSMUST00000174335.6,+,Il1rl1
1,40439626,40465415,ENSMUST00000097772.8,+,Il1rl1
1,40439775,40448148,ENSMUST00000173514.6,+,Il1rl1
1,40440627,40465396,ENSMUST00000053043.7,+,Il1rl1
1,40465551,40491578,ENSMUST00000167723.6,+,Il18r1
1,40465675,40491580,ENSMUST00000193391.4,+,Il18r1
1,40465969,40491578,ENSMUST00000193793.4,+,Il18r1
1,40466005,40500833,ENSMUST00000087983.6,+,Il18r1
1,40466005,40500853,ENSMUST00000195684.4,+,Il18r1
1,40466005,40500854,ENSMUST00000108044.3,+,Il18r1
1,40515361,40551705,ENSMUST00000027237.10,+,Il18rap
1,40572187,40580662,ENSMUST00000193927.1,-,Gm35801
1,40580080,40630725,ENSMUST00000027233.8,+,Slc9a4
1,40582894,40586841,ENSMUST00000192078.1,-,Gm37435
1,40680573,40769273,ENSMUST00000027231.11,+,Slc9a2
1,40681596,40727681,ENSMUST00000192345.1,+,Slc9a2
1,40691441,40697636,ENSMUST00000193691.1,-,Gm37623
1,40771384,40785343,ENSMUST00000195134.1,+,Gm37915
1,40772037,40790663,ENSMUST00000039672.5,-,Mfsd9
1,40805600,40856887,ENSMUST00000114765.3,+,Tmem182
1,41167586,41181252,ENSMUST00000194002.1,-,4930448I06Rik
1,41526930,41529543,ENSMUST00000191087.1,-,Gm28634
1,41781807,41939560,ENSMUST00000186391.1,+,Gm29260
1,42229725,42231108,ENSMUST00000066196.1,+,Gm9915
1,42238232,42238695,ENSMUST00000191125.1,-,Gm29664
1,42261854,42262253,ENSMUST00000189138.1,+,Gm28175
1,42324589,42355937,ENSMUST00000190148.1,-,Gm28140
1,42491812,42495663,ENSMUST00000191992.1,+,Gm37047
1,42590781,42694808,ENSMUST00000181660.6,-,Pantr1
1,42648198,42666991,ENSMUST00000176154.2,-,Pantr1
1,42648200,42693093,ENSMUST00000186656.5,-,Pantr1
1,42651725,42652401,ENSMUST00000191831.1,+,4930420N18Rik
1,42666851,42694842,ENSMUST00000185599.1,-,Pantr1
1,42693026,42694825,ENSMUST00000177136.2,-,Pantr1
1,42694924,42740968,ENSMUST00000199521.3,+,Gm20646
1,42694924,42744791,ENSMUST00000176807.2,+,Gm20646
1,42695767,42703176,ENSMUST00000054883.3,+,Pou3f3
1,42707060,42713454,ENSMUST00000180589.1,-,Pantr2
1,42750711,42752881,ENSMUST00000188773.1,+,Dalir
1,42851232,42905682,ENSMUST00000057208.11,+,Mrps9
1,42866684,42866818,ENSMUST00000104260.1,-,Gm23126
1,42952962,43035456,ENSMUST00000179766.2,+,Gpr45
1,43032059,43033605,ENSMUST00000114761.1,+,Gpr45
1,43036844,43036929,ENSMUST00000158463.1,+,Gm24001
1,43047199,43098622,ENSMUST00000095014.6,-,Tgfbrap1
1,43047219,43092729,ENSMUST00000186694.5,-,Tgfbrap1
1,43056266,43057134,ENSMUST00000185980.1,+,Gm28782
1,43092587,43093835,ENSMUST00000039080.3,+,8430432A02Rik
1,43098709,43115947,ENSMUST00000010434.7,+,AI597479
1,43123073,43163961,ENSMUST00000008280.12,-,Fhl2
1,43123289,43196984,ENSMUST00000185893.1,-,Fhl2
1,43250155,43302925,ENSMUST00000189899.1,-,Gm29040
1,43445750,43570515,ENSMUST00000086421.7,+,Nck2
1,43488446,43490937,ENSMUST00000194710.1,+,Gm37536
1,43560272,43561565,ENSMUST00000193169.1,+,Gm38228
1,43730601,43742578,ENSMUST00000027217.8,+,1500015O10Rik
1,43741960,43743895,ENSMUST00000186289.1,-,Gm29155
1,43742914,43743526,ENSMUST00000188753.1,+,Gm29157
1,43743583,43743852,ENSMUST00000185910.1,-,Gm29155
1,43745783,43746282,ENSMUST00000187764.1,-,Gm29156
1,43746965,43827800,ENSMUST00000126008.6,-,Uxs1
1,43902927,43903052,ENSMUST00000158223.1,+,Gm26352
1,43918776,43918886,ENSMUST00000179961.1,-,Gm24180
1,43934006,44002971,ENSMUST00000087933.8,+,Tpp2
1,43934014,44003000,ENSMUST00000188313.5,+,Tpp2
1,44009407,44020006,ENSMUST00000061421.3,-,Mettl21c
1,44055951,44061936,ENSMUST00000168641.1,-,Gm8251
1,44086612,44102391,ENSMUST00000027215.10,-,Tex30
1,44086615,44102438,ENSMUST00000156392.6,-,Tex30
1,44086809,44102343,ENSMUST00000128190.6,-,Tex30
1,44086809,44102362,ENSMUST00000147571.6,-,Tex30
1,44086859,44102423,ENSMUST00000133677.6,-,Tex30
1,44086860,44102441,ENSMUST00000150911.6,-,Tex30
1,44086866,44101672,ENSMUST00000152239.6,-,Tex30
1,44091462,44110045,ENSMUST00000148542.6,-,Gm29247
1,44106545,44118808,ENSMUST00000065767.7,-,Kdelc1
1,44106886,44118765,ENSMUST00000027213.12,-,Kdelc1
1,44119161,44144510,ENSMUST00000035991.6,+,Bivm
1,44119967,44144770,ENSMUST00000114709.2,+,Bivm
1,44147846,44181260,ENSMUST00000027214.3,+,Ercc5
1,44204069,44218961,ENSMUST00000054801.3,-,Mettl21e
1,44392808,44394447,ENSMUST00000190951.1,+,Gm28893
1,44551510,44796838,ENSMUST00000074525.8,+,Gulp1
1,44551692,44788874,ENSMUST00000160854.6,+,Gulp1
1,44560884,44565447,ENSMUST00000194332.1,+,Gm37626
1,44689143,44796825,ENSMUST00000162600.1,+,Gulp1
1,44739675,44744949,ENSMUST00000186732.1,-,4930521E06Rik
1,44756941,44758492,ENSMUST00000194594.1,+,Gm38110
1,45311537,45349706,ENSMUST00000087883.11,+,Col3a1
1,45311672,45311813,ENSMUST00000198698.1,+,AC125167.1
1,45374320,45503282,ENSMUST00000086430.4,-,Col5a2
1,45485835,45493052,ENSMUST00000192814.1,-,Gm38211
1,45685455,45685562,ENSMUST00000179545.1,-,Gm23216
1,45746894,45747025,ENSMUST00000083321.1,+,Gm23974
1,45772961,45773164,ENSMUST00000157139.1,+,Gm23984
1,45795165,45823619,ENSMUST00000027139.13,+,Wdr75
1,45889940,45890078,ENSMUST00000183590.1,-,Gm5269
1,45908067,45925582,ENSMUST00000027137.9,-,Slc40a1
1,46066737,46373546,ENSMUST00000069293.8,+,Dnah7b
1,46374196,46374315,ENSMUST00000093689.1,+,n-R5s211
1,46425591,46807476,ENSMUST00000189749.5,+,Dnah7c
1,46608960,46626111,ENSMUST00000178395.1,+,Dnah7c
1,46807543,46854046,ENSMUST00000027131.5,-,Slc39a10
1,46849528,46850479,ENSMUST00000189404.1,-,Gm28151
1,46877202,46881072,ENSMUST00000195118.1,-,Gm37393
1,47153460,47189071,ENSMUST00000190006.1,+,Gm28826
1,47433823,47435765,ENSMUST00000195733.1,-,Gm38090
1,47467020,47467125,ENSMUST00000183639.1,-,Mir6350
1,47605995,47606901,ENSMUST00000194762.1,+,Gm37196
1,47749278,47749399,ENSMUST00000178780.1,-,Gm22419
1,47751298,47751568,ENSMUST00000157392.1,-,Gm23829
1,48462172,48462293,ENSMUST00000083009.1,-,Gm23240
1,49095443,49095885,ENSMUST00000175049.1,+,Gm22693
1,49244615,49340443,ENSMUST00000188673.5,+,C230029F24Rik
1,50107469,50108962,ENSMUST00000186016.1,+,4933411E06Rik
1,50222388,50222520,ENSMUST00000184689.1,-,Gm27330
1,50397551,50398079,ENSMUST00000191457.1,-,Gm29665
1,50559761,50560075,ENSMUST00000122582.1,+,Gm25843
1,50815374,50817701,ENSMUST00000187677.1,+,Gm28321
1,50904443,50905918,ENSMUST00000185627.1,+,Gm28322
1,50909961,50979920,ENSMUST00000114565.6,+,Tmeff2
1,50927518,51187270,ENSMUST00000081851.3,+,Tmeff2
1,51015312,51015413,ENSMUST00000175165.1,+,Gm25736
1,51138280,51141222,ENSMUST00000189560.1,-,Gm28319
1,51148308,51150581,ENSMUST00000187777.1,+,Gm28320
1,51195220,51197748,ENSMUST00000190705.1,+,Gm29325
1,51218385,51333779,ENSMUST00000189867.1,-,9330175M20Rik
1,51289125,51302960,ENSMUST00000051572.7,+,Sdpr
1,51457931,51458931,ENSMUST00000189460.1,-,1700072G22Rik
1,51469487,51478399,ENSMUST00000027279.10,-,Nabp1
1,51469856,51478399,ENSMUST00000186684.5,-,Nabp1
1,51470806,51478399,ENSMUST00000188204.5,-,Nabp1
1,51471128,51478425,ENSMUST00000188051.5,-,Nabp1
1,51471141,51478399,ENSMUST00000185534.1,-,Nabp1
1,51507085,51512329,ENSMUST00000190169.1,-,Gm17767
1,51509504,51596718,ENSMUST00000189410.1,-,Gm17767
1,51527004,51529369,ENSMUST00000194442.1,-,Gm37535
1,51696323,51697900,ENSMUST00000189576.1,-,Gm28055
1,51749764,51916071,ENSMUST00000046390.12,-,Myo1b
1,51749981,51915941,ENSMUST00000114537.7,-,Myo1b
1,51749988,51907316,ENSMUST00000114541.6,-,Myo1b
1,51749993,51915928,ENSMUST00000018561.12,-,Myo1b
1,51847839,51849118,ENSMUST00000186428.1,-,Gm29453
1,51877109,51879608,ENSMUST00000186817.1,-,Gm28323
1,51938973,51939095,ENSMUST00000185162.1,-,Gm27607
1,51987147,52107189,ENSMUST00000168302.6,+,Stat4
1,52008242,52107184,ENSMUST00000027277.6,+,Stat4
1,52077260,52156087,ENSMUST00000185516.1,+,Gm28177
1,52119439,52155412,ENSMUST00000186574.5,+,Stat1
1,52119454,52161865,ENSMUST00000070968.12,+,Stat1
1,52119489,52155412,ENSMUST00000191435.5,+,Stat1
1,52119491,52161007,ENSMUST00000186857.5,+,Stat1
1,52119548,52155331,ENSMUST00000189347.5,+,Stat1
1,52119623,52160730,ENSMUST00000186057.5,+,Stat1
1,52163447,52233223,ENSMUST00000114513.7,-,Gls
1,52165940,52232296,ENSMUST00000114512.6,-,Gls
1,52184103,52233232,ENSMUST00000114510.6,-,Gls
1,52444435,52444544,ENSMUST00000083258.1,-,Gm23460
1,52457293,52500300,ENSMUST00000186764.5,-,Nab1
1,52457293,52500679,ENSMUST00000069792.12,-,Nab1
1,52459217,52490736,ENSMUST00000170269.1,-,Nab1
1,52522901,52582679,ENSMUST00000189527.1,+,Gm553
1,52570013,52580291,ENSMUST00000188544.1,-,Gm28178
1,52630702,52651919,ENSMUST00000165859.6,+,Tmem194b
1,52653807,52655892,ENSMUST00000191873.1,-,Gm37242
1,52656285,52727462,ENSMUST00000156876.6,-,Mfsd6
1,52659985,52727462,ENSMUST00000087701.3,-,Mfsd6
1,52702271,52704762,ENSMUST00000190228.1,-,Gm29670
1,52785426,52817688,ENSMUST00000027271.7,-,Inpp1
1,52845012,52920981,ENSMUST00000159352.6,+,Hibch
1,52845045,52920986,ENSMUST00000044478.6,+,Hibch
1,52922323,52952844,ENSMUST00000050567.9,-,1700019D03Rik
1,52922323,52953350,ENSMUST00000114492.6,-,1700019D03Rik
1,52922323,52963260,ENSMUST00000114493.1,-,1700019D03Rik
1,52925182,53020179,ENSMUST00000191441.1,-,1700019D03Rik
1,52925186,52992655,ENSMUST00000190831.5,-,1700019D03Rik
1,52925187,52972046,ENSMUST00000186266.1,-,1700019D03Rik
1,52925197,52992656,ENSMUST00000190726.1,-,1700019D03Rik
1,53061639,53068079,ENSMUST00000027269.6,+,Mstn
1,53061656,53068045,ENSMUST00000191197.1,+,Mstn
1,53100049,53100150,ENSMUST00000158709.1,+,Gm24349
1,53158576,53187636,ENSMUST00000072235.8,-,1700019A02Rik
1,53158599,53187608,ENSMUST00000190748.1,-,1700019A02Rik
1,53189186,53297018,ENSMUST00000027267.12,-,Pms1
1,53196112,53197695,ENSMUST00000191402.1,+,Gm28777
1,53297094,53310309,ENSMUST00000027266.3,+,Ormdl1
1,53297110,53318035,ENSMUST00000190734.1,+,Gm28778
1,53313623,53326343,ENSMUST00000027265.8,+,Osgepl1
1,53313662,53324064,ENSMUST00000114484.6,+,Osgepl1
1,53325506,53352667,ENSMUST00000144660.2,-,Gm28551
1,53344616,53352752,ENSMUST00000027264.8,-,Asnsd1
1,53344644,53352752,ENSMUST00000123519.7,-,Asnsd1
1,53397005,53706761,ENSMUST00000094964.6,-,Dnah7a
1,53443270,53443395,ENSMUST00000174916.1,-,Gm25240
1,53755505,53785224,ENSMUST00000027263.12,-,Stk17b
1,53791200,53792657,ENSMUST00000194911.1,+,Gm37863
1,53806875,54194048,ENSMUST00000120904.6,-,Hecw2
1,53806881,54195034,ENSMUST00000087659.9,-,Hecw2
1,53849423,53849495,ENSMUST00000184834.1,+,Mir7681
1,53886827,53886941,ENSMUST00000157324.1,-,Gm24251
1,53930812,54195034,ENSMUST00000097741.2,-,Hecw2
1,54152396,54155096,ENSMUST00000192858.1,-,Gm37633
1,54249101,54249208,ENSMUST00000178275.1,-,Gm25829
1,54250682,54368727,ENSMUST00000027128.9,+,Ccdc150
1,54396003,54438971,ENSMUST00000041638.7,-,Gtf3c3
1,54472993,54557682,ENSMUST00000097739.4,-,Pgap1
1,54518609,54520270,ENSMUST00000194316.1,-,Gm36955
1,54645339,54926387,ENSMUST00000179030.6,-,Ankrd44
1,54645341,54926387,ENSMUST00000044359.14,-,Ankrd44
1,54681728,54736816,ENSMUST00000190007.5,+,4930444A19Rik
1,54690495,54767524,ENSMUST00000188243.1,+,4930444A19Rik
1,54737165,54738575,ENSMUST00000191996.1,-,Gm37370
1,54769217,54769322,ENSMUST00000158620.1,+,Gm24053
1,54913844,54916594,ENSMUST00000193052.1,-,A130048G24Rik
1,54985168,55027481,ENSMUST00000027127.12,-,Sf3b1
1,55051318,55053112,ENSMUST00000193614.1,-,E330011M16Rik
1,55052769,55071953,ENSMUST00000087617.9,+,Coq10b
1,55052769,55072702,ENSMUST00000027125.6,+,Coq10b
1,55077834,55088024,ENSMUST00000027123.13,-,Hspd1
1,55088131,55091307,ENSMUST00000075242.6,+,Hspe1
1,55131230,55153938,ENSMUST00000159311.6,+,Mob4
1,55131230,55154899,ENSMUST00000162364.6,+,Mob4
1,55170158,55226782,ENSMUST00000027121.13,-,Rftn2
1,55201650,55226782,ENSMUST00000114428.2,-,Rftn2
1,55226250,55235622,ENSMUST00000181563.1,+,Gm10561
1,55237176,55248470,ENSMUST00000061334.9,+,Mars2
1,55300068,55362726,ENSMUST00000114423.5,-,Boll
1,55300068,55363319,ENSMUST00000087585.8,-,Boll
1,55346256,55363469,ENSMUST00000159398.1,-,Boll
1,55405920,55754285,ENSMUST00000042986.9,+,Plcl1
1,55440903,55445930,ENSMUST00000193928.1,+,Gm38056
1,55559459,55561055,ENSMUST00000193032.1,+,Gm37382
